headline,label
lse gets hong kong regulatory nod to hk firms to become lse members,positive
admiral and schroders lift ftse with profits surge,positive
gsk joins china trade push as uk trumpets healthcare deals,positive
royal bank of scotland chair hints brexit turmoil will delay government sale,negative
companiesactelion shares hit record on shire takeover talk,positive
sainsbury s and glencore give ftse a three digit lift london report,positive
stanchart and rbs struggle in bank of england stress tests,negative
london stock exchange unit in talks to operate plato venue,positive
tesco to pay $12 million to settle us lawsuit,negative
london stock exchange seals â£22 billion merger with germany s deutsche bã¶rse,positive
bunzl blames weakness in united states for first half revenue slowdown,negative
stars aligned for ab inbev s megabrew merger plan,positive
news feedftse 100 movers: lse surges as ice says mulling offer; ashtead and barclays tank,positive
bt finance director tony chanmugam to step down,negative
barclays fined for anti money laundering failings,negative
glencore cuts 2015 budget plans to divest from lonmin,negative
astrazeneca does us$770mln anaesthetic deal,positive
hsbc posts surprise fourth quarter pretax loss of $858 million,negative
tesco says recovery plan working after profit collapse,positive
shares in bae systems hit 10 month high on rating upgrade,positive
tesco criticised for disgraceful advert showing domestic worker being slapped,negative
companiesg4s claims positive start to the year,positive
easyjet leads britain s ftse lower as global bond rout resumes,negative
tesco uk personnel director quits supermarket,negative
dbs julius baer emerge as potential bidders for barclays asia wealth unit,positive
teva first quarter net rises 11 amid mylan takeover battle,positive
nps prospects dependent on drug approval,neutral
analysis copper market may get a 2003 style supply shock from glencore closures,negative
uk chip designer arm hits a high after iphone 6 boost,positive
valeant ceo returns from leave company withdraws guidance,positive
hsbc shakes up board with two new business chiefs three departures,negative
zurich insurance considering offer for uk rival rsa insurance,positive
bp slashes capital spending by 20,negative
oilfield services firm petrofac s debt shoots up 50 per cent,negative
standard chartered share price: aberdeen ceo would back potential capital increase,positive
sainsbury sells unit to lloydspharmacy,positive
clydesdale and yorkshire moves closer to independence,positive
royal mail turnaround proving expensive in tough uk market,negative
eurocrat left best placed to unravel london stock exchange deal,negative
prudential hit by withdrawals from m&g investment arm,negative
fewer multi buys hurt sainsbury s market share,negative
tesco s boardroom clearout continues,negative
royal dutch shell pulls plug on arctic exploration,negative
travis perkins to create 4000 jobs,positive
bilfinger industrial services win â£100m bp contract extension,positive
halfords appoints jonny mason as new cfo,neutral
tesco shareholders back itv head for chairman,positive
hargreaves lansdown bucks weak markets to see assets rise 2 6 percent,positive
wpp wins race for programmatic buying agency essence digital,positive
shell share price: standard life announce position against bg acquisition,negative
pearson to cut 4000 jobs as it warns on profits,negative
secretive barclays deal involved qatari clients,negative
companiesnew aggreko ceo to reshape business strip costs,positive
bp s head of exploration richard herbert departs,negative
itv merger reports boost footsie stocks,positive
update 1 dairy crest loses a third of morrisons milk contract,negative
glaxosmithkline starts hunt for successor to ceo witty,neutral
rbs hands â£3 3m of shares to top staff,positive
barclays executive harrison denies knowledge of libor fixing,negative
arm profits and sales up as shift away from mobile gains pace,positive
sabmiller buys meantime to quench thirst for craft beer,positive
shell profit rises as company resist oil slump,positive
tesco s sales pickup isn t enough,negative
tesco sales rise shows tentative recovery continues,positive
industry newsrevenue earnings take a tumble at weir group,negative
royal mail revenue flat as letters weakness offsets parcels strength,neutral
retailers kingfisher and sports direct rise in britain s share index,positive
metals zinc soars 10 pct fuelling metals surge after glencore cuts output,positive
standard chartered to slash costs as profits plunge 25,negative
ftse boosted by dixons carphone with fed in focus,positive
update: cib legal & general sell egyptian life joint venture to axa,positive
us dollar wipes out sales gains for sabmiller,negative
tesco boss urges rethink on minimum wage and business rates,positive
companieslord livingston joins dixons carphone,positive
tesco asda sales fall as march of the discounters continues: kantar,negative
marketsmoneysupermarket slides 11 on barclays brexit warning,negative
relief for lewis as tesco sees sales grow for first time in a year,positive
valeant s pearson says timing of return uncertain,negative
companiestullow says gas exports at key field disrupted,negative
kinder morgan and bp form joint venture limited liability company to purchase,positive
shire proposes $30 bln all share tie up with baxalta,positive
britain cuts lloyds banking group stake to below 17 pct,negative
two former barclays traders face retrial over libor,negative
barclays share price subdued as bank faces fresh forex probe,negative
trading expertbroker recommendationsanalysts mostly negative on aberdeen but some see value,negative
astrazeneca to pay inovio up to $700 million for cancer drug,positive
royal dutch shell to buy bg group for nearly $70 billion,positive
barclays brands financier amanda staveley s $1bn claim as misconceived,negative
compass group says positive for year ahead,positive
retail focus helps to shield lloyds from banking chill,positive
gabon considering back tax penalties against royal dutch shell,negative
uk morning briefing: sky and hargreaves lansdown bookend ftse 100,positive
johnson matthey profit falls but dividend rises,neutral
morrisons book second consecutive quarter of sales growth,positive
admiral group posts decline in 2014 earnings,negative
dave lewis paid â£4 1m for first 6 months at tesco,negative
update 1 astrazeneca buys zs pharma for $2 7 billion pips actelion,positive
ocbc to buy barclay s wealth management unit in singapore hong kong,positive
persimmon share price climbs on 23 rise in full year revenue,positive
barclays set to name former jpmorgan banker staley as new ceo,neutral
horizonte acquires neighbouring glencore nickel property in brazil,positive
nyse owner ice may gatecrash deutsche boerse lse merger,positive
dividends unleashed at royal bank of scotland group plc,positive
tesco sells half of stake in ecommerce site lazada to alibaba for â£90m,positive
diageo sales disappoint as currency and comparatives leave bitter taste,negative
spain s caixabank launches new takeover bid for banco bpi,positive
tesco shares jump 6 after christmas sales beat expectations,positive
update 3 auto trader shares leap in uk s biggest private equity backed listing,positive
schroders posts fy profit beat replaces ceo and chairman in board shake up,positive
update 1 seattle flotilla protests shell s arctic drilling plans,negative
old mutual share price: wealth unit seen as blue chip company,positive
astrazeneca to cut costs but stays silent on m&a talk,positive
merkel s government said to support deutsche boerse lse merger,positive
easyjet sneakairs : airline is testing smart shoes to help customers explore destinations,positive
britain facing winter of blackouts as national grid warns of tightest power,negative
persimmon reports strong trading despite eu vote and planning delays,positive
weir group says first half profits will be slightly ahead of expectations,positive
companiesmetro bank raises â£400m ahead of london listing,positive
japan s nikkei lands financial times in $1 3 billion deal,positive
hsbc chief hit with tax avoidance scandal,negative
barclays s next ceo should be investment banker aberdeen says,positive
persimmon sells 17 more houses in 2014,positive
hargreaves weathers torrid isa season and brexit fears,negative
tesco cut to junk at moody s on concern revival to take time,negative
tesco is torn apart as watchdog finds supermarket repeatedly withheld payments from suppliers,negative
hsbc marks muted 150th birthday party with grain of rice sculptures,neutral
standard chartered will close equity sales and research business,negative
astrazeneca says new lung cancer pill tagrisso approved by eu,positive
g4s suspends workers at uk youth centre over allegations of unnecessary force,negative
should you buy associated british foods plc great portland estates plc and dunelm group plc following today s news,positive
barclays denies deferred prosecution offer from sfo,negative
tesco set to sell kipa giraffe businesses sky news,negative
hsbc says unit to book $585 million charge on settlement,negative
update: aggreko interim profit drops as it undertakes restructuring,negative
arm holdings plc partners with international business machines corp to drive,positive
tesco names deloitte as new auditor after accounting scandal,positive
shire share price under pressure after $32bn baxalta deal,negative
oil majors like royal dutch shell chevron bp fail to find reserves to counter,negative
severn trent share price rises as first half profit inches up as customer,positive
industry newswood group wins multi million dollar contract with bp,positive
shire ceo steps up drive to get baxalta board talking,positive
tesco sells blinkbox and broadband service to talktalk,positive
copper prices up on glencore cuts to zinc supply,positive
mcewan will be nursing rbs through more struggles yet,negative
uk sells more of lloyds bank stake 12 5 billion pounds raised so far,negative
pearson expects to return to growth this year,positive
big account wins keep ad group wpp at front of pack,positive
barclays appoints jpmorgan s paul compton as new coo,positive
carnival corporation and china merchants group sign memo of understanding,positive
mylan appoints ranjan ray chaudhuri as global commercial lead for mylan s over,neutral
update: astrazeneca s selumetinib gets orphan drug label good azd9291,positive
2 turnaround buys for 2016 bhp billiton plc and home retail group plc,positive
barclays backs new iphone and android app that lets users send each other money using a bitcoin network,positive
tesco mobile partners with unlockd to change the way consumers use and pay for their mobile phones,positive
tesco turnaround gathers pace under new ceo,positive
hsbc keeps headquarters in london rejects move to hong kong,positive
barclays said to be cutting 150 investment bank jobs,negative
gsk reveals strong trial results for shingles drug,positive
morrisons helps ftse edge higher energy shares slip,positive
rbs will reportedly appoint howard davies as its next chairman,positive
warren buffett s berkshire hathaway buys stake in apple,positive
goldman sachs barclays hsbc downplay brexit threat,neutral
arm swings to profit in fourth quarter,positive
arm buoyed by race to build the internet of things,positive
itv strike: broadcaster s revenue soars but staff walkout for a piece of the action,positive
bp judge urged to impose $11 7 billion plus spill fine,negative
glencore studies possible ipo for agricultural trading business,positive
aviva expects 1500 jobs cuts from friends life deal,positive
iag closes in on aer lingus with increased offer,positive
barclays deutsche bank fight to lift profit just got harder,negative
reed elsevier to rename itself relx group,neutral
crh s concrete bid for holcim lafarge assets,positive
update 1 cypress semiconductor offers to buy integrated silicon solution,positive
rolls royce wins $9 2 billion order from emirates airline,positive
sugar tax spurs pepsi owner britvic to change drinks recipes by 2020,negative
update 5 buffett pays high price for precision castparts,positive
primark plots expansion in us and europe,positive
us says hsbc must do more to improve compliance,negative
pearson forecasts rising earnings as reorganization pays off,positive
insurers: admiral blows hot and cold but aviva soars pre friends life merger,positive
itv shares dip after update,negative
aggreko 2015 profit declines quick facts,negative
astrazeneca sells caprelsa rights to sanofi unit,positive
ab inbev launches sab bid to sell millercoors stake,positive
lpc glencore launches refinancing of $8 45billion loan,positive
european shares fall on chinese import data sabmiller soars,positive
profits fall 25 at standard chartered plc: should you buy or sell,negative
britain s ftse gains land securities up after dividend hike,positive
credit suisse poaches prudential s thiam for asian push,negative
currency causes full year headaches for sabmiller,negative
world s banks may halve jobs and branches within 10 years barclays ex boss,negative
early victory for new ceo as morrisons beats forecasts,positive
walmart still selling maryland t shirts featuring the outline of massachusetts,positive
britain s ftse steadies supported by dixons carphone,positive
astrazeneca cancer drug may not be so fast getting to market,negative
five years after bp oil spill some gulf oystermen are losing hope,negative
ab inbev attacks sabmiller bid rebuffal,negative
bp statoil to withdraw staff from algeria following rocket attack,negative
companiesthiam received â£5m pay packet for final months at prudential,negative
market report: aviva tops the market as traders approve of its choice of friends,positive
peroni and grolsch put up for sale as ab inbev plans acquisition of sabmiller,positive
kingfisher share price slides on cost to implement new strategy,negative
buffett s berkshire builds deere stake dumps exxon,positive
jim armitage: barclays boss jes staley steps up to the plate with post leave positivity,positive
