sentiment,entity,directional_word
negative,lead,down
negative,lead,drop
negative,lead,fall
negative,lead,fell
negative,lead,slower
negative,lead,weaken
negative,lead,weaker
negative,stock,constrain
negative,stock,deceler
negative,stock,declin
negative,stock,decreas
negative,stock,down
negative,stock,drop
negative,stock,fall
negative,stock,fell
negative,stock,slower
negative,stock,weaken
negative,stock,weaker
negative,news,constrain
negative,news,deceler
negative,news,declin
negative,news,decreas
negative,news,down
negative,news,drop
negative,news,fall
negative,news,fell
negative,news,slower
negative,news,weaken
negative,news,weaker
negative,busch,constrain
negative,busch,deceler
negative,busch,declin
negative,busch,decreas
negative,busch,down
negative,busch,drop
negative,busch,fall
negative,busch,fell
negative,busch,slower
negative,busch,weaken
negative,busch,weaker
negative,china,constrain
negative,china,deceler
negative,china,declin
negative,china,decreas
negative,china,down
negative,china,drop
negative,china,fall
negative,china,fell
negative,china,slower
negative,china,weaken
negative,china,weaker
negative,cancer,constrain
negative,cancer,deceler
negative,cancer,declin
negative,cancer,decreas
negative,cancer,down
negative,cancer,drop
negative,cancer,fall
negative,cancer,fell
negative,cancer,slower
negative,cancer,weaken
negative,cancer,weaker
negative,companiestravis,constrain
negative,companiestravis,deceler
negative,companiestravis,declin
negative,companiestravis,decreas
negative,companiestravis,down
negative,companiestravis,drop
negative,companiestravis,fall
negative,companiestravis,fell
negative,companiestravis,slower
negative,companiestravis,weaken
negative,companiestravis,weaker
negative,arm,constrain
negative,arm,deceler
negative,arm,declin
negative,arm,decreas
negative,arm,down
negative,arm,drop
negative,arm,fall
negative,arm,fell
negative,arm,slower
negative,arm,weaken
negative,arm,weaker
negative,metal,constrain
negative,metal,deceler
negative,metal,declin
negative,metal,decreas
negative,metal,down
negative,metal,drop
negative,metal,fall
negative,metal,fell
negative,metal,slower
negative,metal,weaken
negative,metal,weaker
negative,priceline,constrain
negative,priceline,deceler
negative,priceline,declin
negative,priceline,decreas
negative,priceline,down
negative,priceline,drop
negative,priceline,fall
negative,priceline,fell
negative,priceline,slower
negative,priceline,weaken
negative,priceline,weaker
negative,morning,constrain
negative,morning,deceler
negative,morning,declin
negative,morning,decreas
negative,morning,down
negative,morning,drop
negative,morning,fall
negative,morning,fell
negative,morning,slower
negative,morning,weaken
negative,morning,weaker
negative,companiesdixons,constrain
negative,companiesdixons,deceler
negative,companiesdixons,declin
negative,companiesdixons,decreas
negative,companiesdixons,down
negative,companiesdixons,drop
negative,companiesdixons,fall
negative,companiesdixons,fell
negative,companiesdixons,slower
negative,companiesdixons,weaken
negative,companiesdixons,weaker
negative,primark,constrain
negative,primark,deceler
negative,primark,declin
negative,primark,decreas
negative,primark,down
negative,primark,drop
negative,primark,fall
negative,primark,fell
negative,primark,slower
negative,primark,weaken
negative,primark,weaker
negative,brief,constrain
negative,brief,deceler
negative,brief,declin
negative,brief,decreas
negative,brief,down
negative,brief,drop
negative,brief,fall
negative,brief,fell
negative,brief,slower
negative,brief,weaken
negative,brief,weaker
negative,relief,constrain
negative,relief,deceler
negative,relief,declin
negative,relief,decreas
negative,relief,down
negative,relief,drop
negative,relief,fall
negative,relief,fell
negative,relief,slower
negative,relief,weaken
negative,relief,weaker
negative,g4s,constrain
negative,g4s,deceler
negative,g4s,declin
negative,g4s,decreas
negative,g4s,down
negative,g4s,drop
negative,g4s,fall
negative,g4s,fell
negative,g4s,slower
negative,g4s,weaken
negative,g4s,weaker
negative,johnson,constrain
negative,johnson,deceler
negative,johnson,declin
negative,johnson,decreas
negative,johnson,down
negative,johnson,drop
negative,johnson,fall
negative,johnson,fell
negative,johnson,slower
negative,johnson,weaken
negative,johnson,weaker
negative,tobacco,constrain
negative,tobacco,deceler
negative,tobacco,declin
negative,tobacco,decreas
negative,tobacco,down
negative,tobacco,drop
negative,tobacco,fall
negative,tobacco,fell
negative,tobacco,slower
negative,tobacco,weaken
negative,tobacco,weaker
negative,petrofac,constrain
negative,petrofac,deceler
negative,petrofac,declin
negative,petrofac,decreas
negative,petrofac,down
negative,petrofac,drop
negative,petrofac,fall
negative,petrofac,fell
negative,petrofac,slower
negative,petrofac,weaken
negative,petrofac,weaker
negative,builder,constrain
negative,builder,deceler
negative,builder,declin
negative,builder,decreas
negative,builder,down
negative,builder,drop
negative,builder,fall
negative,builder,fell
negative,builder,slower
negative,builder,weaken
negative,builder,weaker
negative,trim,constrain
negative,trim,deceler
negative,trim,declin
negative,trim,decreas
negative,trim,down
negative,trim,drop
negative,trim,fall
negative,trim,fell
negative,trim,slower
negative,trim,weaken
negative,trim,weaker
negative,ceo,constrain
negative,ceo,deceler
negative,ceo,declin
negative,ceo,decreas
negative,ceo,down
negative,ceo,drop
negative,ceo,fall
negative,ceo,fell
negative,ceo,slower
negative,ceo,weaken
negative,ceo,weaker
negative,approves,constrain
negative,approves,deceler
negative,approves,declin
negative,approves,decreas
negative,approves,down
negative,approves,drop
negative,approves,fall
negative,approves,fell
negative,approves,slower
negative,approves,weaken
negative,approves,weaker
negative,aviva,constrain
negative,aviva,deceler
negative,aviva,declin
negative,aviva,decreas
negative,aviva,down
negative,aviva,drop
negative,aviva,fall
negative,aviva,fell
negative,aviva,slower
negative,aviva,weaken
negative,aviva,weaker
negative,sainsbury,constrain
negative,sainsbury,deceler
negative,sainsbury,declin
negative,sainsbury,decreas
negative,sainsbury,down
negative,sainsbury,drop
negative,sainsbury,fall
negative,sainsbury,fell
negative,sainsbury,slower
negative,sainsbury,weaken
negative,sainsbury,weaker
negative,trent,constrain
negative,trent,deceler
negative,trent,declin
negative,trent,decreas
negative,trent,down
negative,trent,drop
negative,trent,fall
negative,trent,fell
negative,trent,slower
negative,trent,weaken
negative,trent,weaker
negative,whitbread,constrain
negative,whitbread,deceler
negative,whitbread,declin
negative,whitbread,decreas
negative,whitbread,down
negative,whitbread,drop
negative,whitbread,fall
negative,whitbread,fell
negative,whitbread,slower
negative,whitbread,weaken
negative,whitbread,weaker
negative,chief,constrain
negative,chief,deceler
negative,chief,declin
negative,chief,decreas
negative,chief,down
negative,chief,drop
negative,chief,fall
negative,chief,fell
negative,chief,slower
negative,chief,weaken
negative,chief,weaker
negative,travis,constrain
negative,travis,deceler
negative,travis,declin
negative,travis,decreas
negative,travis,down
negative,travis,drop
negative,travis,fall
negative,travis,fell
negative,travis,slower
negative,travis,weaken
negative,travis,weaker
negative,hargreaves,constrain
negative,hargreaves,deceler
negative,hargreaves,declin
negative,hargreaves,decreas
negative,hargreaves,down
negative,hargreaves,drop
negative,hargreaves,fall
negative,hargreaves,fell
negative,hargreaves,slower
negative,hargreaves,weaken
negative,hargreaves,weaker
negative,bond,constrain
negative,bond,deceler
negative,bond,declin
negative,bond,decreas
negative,bond,down
negative,bond,drop
negative,bond,fall
negative,bond,fell
negative,bond,slower
negative,bond,weaken
negative,bond,weaker
negative,inbev,constrain
negative,inbev,deceler
negative,inbev,declin
negative,inbev,decreas
negative,inbev,down
negative,inbev,drop
negative,inbev,fall
negative,inbev,fell
negative,inbev,slower
negative,inbev,weaken
negative,inbev,weaker
negative,asahi,constrain
negative,asahi,deceler
negative,asahi,declin
negative,asahi,decreas
negative,asahi,down
negative,asahi,drop
negative,asahi,fall
negative,asahi,fell
negative,asahi,slower
negative,asahi,weaken
negative,asahi,weaker
negative,oil,constrain
negative,oil,deceler
negative,oil,declin
negative,oil,decreas
negative,oil,down
negative,oil,drop
negative,oil,fall
negative,oil,fell
negative,oil,slower
negative,oil,weaken
negative,oil,weaker
negative,mcfarlane,acceler
negative,mcfarlane,advanc
negative,mcfarlane,award
negative,mcfarlane,better
negative,mcfarlane,climb
negative,mcfarlane,doubl
negative,mcfarlane,faster
negative,mcfarlane,gain
negative,mcfarlane,grow
negative,mcfarlane,higher
negative,mcfarlane,increas
negative,mcfarlane,jump
negative,mcfarlane,quicken
negative,mcfarlane,rebound
negative,mcfarlane,recov
negative,mcfarlane,rise
negative,mcfarlane,rose
negative,mcfarlane,step-up
negative,mcfarlane,surg
negative,mcfarlane,up
negative,statoil,acceler
negative,statoil,advanc
negative,statoil,award
negative,statoil,better
negative,statoil,climb
negative,statoil,doubl
negative,statoil,faster
negative,statoil,gain
negative,statoil,grow
negative,statoil,higher
negative,statoil,increas
negative,statoil,jump
negative,statoil,quicken
negative,statoil,rebound
negative,statoil,recov
negative,statoil,rise
negative,statoil,rose
negative,statoil,step-up
negative,statoil,surg
negative,statoil,up
negative,slide,acceler
negative,slide,advanc
negative,slide,award
negative,slide,better
negative,slide,climb
negative,slide,doubl
negative,slide,faster
negative,slide,gain
negative,slide,grow
negative,slide,higher
negative,slide,increas
negative,slide,jump
negative,slide,quicken
negative,slide,rebound
negative,slide,recov
negative,slide,rise
negative,slide,rose
negative,slide,step-up
negative,slide,surg
negative,slide,up
negative,city,acceler
negative,city,advanc
negative,city,award
negative,city,better
negative,city,climb
negative,city,doubl
negative,city,faster
negative,city,gain
negative,city,grow
negative,city,higher
negative,city,increas
negative,city,jump
negative,city,quicken
negative,city,rebound
negative,city,recov
negative,city,rise
negative,city,rose
negative,city,step-up
negative,city,surg
negative,city,up
negative,rbi,acceler
negative,rbi,advanc
negative,rbi,award
negative,rbi,better
negative,rbi,climb
negative,rbi,doubl
negative,rbi,faster
negative,rbi,gain
negative,rbi,grow
negative,rbi,higher
negative,rbi,increas
negative,rbi,jump
negative,rbi,quicken
negative,rbi,rebound
negative,rbi,recov
negative,rbi,rise
negative,rbi,rose
negative,rbi,step-up
negative,rbi,surg
negative,rbi,up
negative,slump,acceler
negative,slump,advanc
negative,slump,award
negative,slump,better
negative,slump,climb
negative,slump,doubl
negative,slump,faster
negative,slump,gain
negative,slump,grow
negative,slump,higher
negative,slump,increas
negative,slump,jump
negative,slump,quicken
negative,slump,rebound
negative,slump,recov
negative,slump,rise
negative,slump,rose
negative,slump,step-up
negative,slump,surg
negative,slump,up
negative,doubt,acceler
negative,doubt,advanc
negative,doubt,award
negative,doubt,better
negative,doubt,climb
negative,doubt,doubl
negative,doubt,faster
negative,doubt,gain
negative,doubt,grow
negative,doubt,higher
negative,doubt,increas
negative,doubt,jump
negative,doubt,quicken
negative,doubt,rebound
negative,doubt,recov
negative,doubt,rise
negative,doubt,rose
negative,doubt,step-up
negative,doubt,surg
negative,doubt,up
negative,keith,acceler
negative,keith,advanc
negative,keith,award
negative,keith,better
negative,keith,climb
negative,keith,doubl
negative,keith,faster
negative,keith,gain
negative,keith,grow
negative,keith,higher
negative,keith,increas
negative,keith,jump
negative,keith,quicken
negative,keith,rebound
negative,keith,recov
negative,keith,rise
negative,keith,rose
negative,keith,step-up
negative,keith,surg
negative,keith,up
negative,mark,acceler
negative,mark,advanc
negative,mark,award
negative,mark,better
negative,mark,climb
negative,mark,doubl
negative,mark,faster
negative,mark,gain
negative,mark,grow
negative,mark,higher
negative,mark,increas
negative,mark,jump
negative,mark,quicken
negative,mark,rebound
negative,mark,recov
negative,mark,rise
negative,mark,rose
negative,mark,step-up
negative,mark,surg
negative,mark,up
negative,percent,acceler
negative,percent,advanc
negative,percent,award
negative,percent,better
negative,percent,climb
negative,percent,doubl
negative,percent,faster
negative,percent,gain
negative,percent,grow
negative,percent,higher
negative,percent,increas
negative,percent,jump
negative,percent,quicken
negative,percent,rebound
negative,percent,recov
negative,percent,rise
negative,percent,rose
negative,percent,step-up
negative,percent,surg
negative,percent,up
negative,saudi,acceler
negative,saudi,advanc
negative,saudi,award
negative,saudi,better
negative,saudi,climb
negative,saudi,doubl
negative,saudi,faster
negative,saudi,gain
negative,saudi,grow
negative,saudi,higher
negative,saudi,increas
negative,saudi,jump
negative,saudi,quicken
negative,saudi,rebound
negative,saudi,recov
negative,saudi,rise
negative,saudi,rose
negative,saudi,step-up
negative,saudi,surg
negative,saudi,up
